Tag,aid_highest,Highest_Answer_Rating,aid_lowest,Lowest_Answer_Rating
dual-monitor,799168,1,799168,1
dual-screen,886776,4,886714,2
dualmonitor,878479,2,883087,0
dualvar,800447,13,813833,2
dubious-intent,781023,0,781023,0
dublin-core,648655,3,648734,1
duck-typing,836406,13,619126,0
dump,602739,7,603065,0
dundas,900194,1,806498,0
dunit,685988,9,705139,2
dup2,948367,4,917013,0
duplex,790274,3,790222,0
duplicate-data,731201,10,595454,0
duplicate-entry,897059,1,897059,1
duplicate-tables,878021,3,877493,0
duplicate-units,887707,6,894082,0
duplicates,952293,11,563778,0
duration,884715,8,797293,0
dvcs,767213,17,639578,0
dvd,735450,7,593317,0
dvd-burning,677504,2,677504,2
dvorak,620838,2,635900,0
dvr,807750,1,819183,0
dwarf,714878,2,816289,-2
dwg,822298,0,822298,0
dwm,566736,6,880382,0
dwmapi,938996,2,939342,0
dword,693247,3,693252,0
dwr,585034,4,662074,0
dxcore,880364,0,880364,0
dxf,630080,0,630080,0
dxperience,872584,2,958094,0
dyalog,843875,1,843834,0
dyanmic-xml,898219,1,898219,1
dyld,903833,2,905316,1
dylib,637217,0,637217,0
dymamic,729654,3,729660,1
dynamic,929685,27,734954,-1
dynamic-attributes,762603,1,762603,1
dynamic-binding,737576,3,833538,-1
dynamic-cast,566541,9,575439,0
dynamic-compilation,566405,5,566328,1
dynamic-controls,578972,7,612513,0
dynamic-css,837809,7,805014,-1
dynamic-data,607044,9,598350,-1
dynamic-endpoints,566499,0,566499,0
dynamic-languages,688756,13,715645,-2
dynamic-link-library,744773,3,744779,-1
dynamic-linking,927287,10,948402,0
dynamic-linq,848845,0,848845,0
dynamic-loading,879368,3,879359,-1
dynamic-memory-allocation,808160,8,808159,0
dynamic-menu,827083,3,827083,3
dynamic-pivot,801683,1,801683,1
dynamic-programming,890243,11,683594,-2
dynamic-proxy,934046,2,952126,0
dynamic-queries,564046,2,564078,0
dynamic-reports,797246,0,797246,0
dynamic-resources,812653,0,812653,0
dynamic-results,799311,3,799279,0
dynamic-schema,672105,2,744045,0
dynamic-sql,885316,7,763459,-1
dynamic-types,928154,4,928175,1
dynamic-typing,672975,10,951587,-2
dynamic-url,907994,1,907994,1
dynamic-usercontrols,621070,0,621070,0
dynamic-websites,814572,15,737012,0
dynamically,692651,6,696655,-1
dynamically-generated-co,886135,1,885226,0
dynamiccontrols,841603,1,841603,1
dynamicdata,737190,1,737190,1
dynamicinoke,932862,3,932709,2
dynamicinvokeimpl,932862,3,932709,2
dynamicmanagementview,686020,2,685840,0
dynamicmethod,610194,1,610368,-1
dynamicresource,808157,0,808157,0
dynamics,784194,3,784507,0
dynamics-ax,882120,1,882120,1
dynamics-ax-2009,635393,1,740277,0
dynamics-crm,878039,2,682127,0
dynamics-gp,845941,1,845900,0
dynamics-rms,803261,0,803261,0
dynamicsql,841012,3,688255,0
e,827725,19,829059,0
e-book,646479,5,583774,-1
e-commerce,860821,3,620130,0
e-democracy,774407,0,774407,0
e-learning,879554,2,720104,0
e-mail,707819,2,677576,0
e4x,804270,5,633807,0
ea,936912,2,937261,0
eaccelerator,930942,4,930975,0
each,563760,8,563753,-1
eager,832344,3,653884,1
eager-loading,825981,2,710060,0
eagerload,740078,0,740078,0
eai,654019,3,781152,0
ear,766824,1,616473,0
early,904248,2,904263,0
earlybinding,929113,2,928801,0
easter-eggs,934128,4,867976,0
easy-install,624499,5,850089,0
easyeclipse,617539,1,617524,0
easymock,588295,3,566111,0
easyphp,829287,5,829117,0
eav,921959,8,576120,-1
ebcdic,771339,4,772845,0
ebnf,719884,1,719884,1
ebook,713055,8,589347,0
ebooks,724213,3,724267,1
ebs,835825,2,623989,0
ec2,654090,8,835579,-1
ec2-authorize,791573,1,791536,0
ecb,875692,1,875753,0
echo,617184,12,657910,-2
ecl,580220,3,580220,3
eclassnotfound,735239,0,735239,0
eclipse,806774,15,803385,-3
eclipse-3û4,594222,2,691214,0
eclipse-cdt,694041,5,566654,0
eclipse-compiler,714251,5,686593,0
eclipse-pde,618873,1,608026,0
eclipse-pdt,648895,1,616886,0
eclipse-plugin,816951,8,564299,0
eclipse-rcp,654043,9,564299,0
eclipselink,811782,4,584833,0
ecma-335,736025,1,661023,0
ecmascript,884013,3,761913,-1
ecommerce,633391,9,582930,0
economics,723258,9,723286,0
economy,669975,11,831718,0
ecore,674246,0,674246,0
ecos,811598,3,811680,2
edgar-codd,651133,2,651388,1
edge,918416,2,789586,0
edge-cases,565311,6,565316,0
edge-detection,585983,1,585983,1
edge-side-includes,739213,1,739213,1
edi,626524,6,889765,0
edit,822166,5,634889,0
edit-distance,828141,4,830683,0
edit-in-place,647265,2,739459,0
editable,849532,1,625137,0
editbin,595227,1,604954,0
editcontrol,582659,1,582815,0
editing,602953,6,575135,0
edition,752963,0,752963,0
edititemtemplate,816084,0,817587,-2
editline,693670,1,693670,1
editor,609851,17,573030,-1
editors,597086,29,683963,-1
edittext,660671,1,660671,1
edmx,691976,2,960752,0
edt,572946,4,754731,0
education,748404,38,870799,-5
educational,883718,9,566535,0
eeepc,765831,4,597865,0
ef,932374,3,855141,0
effect,593624,1,673816,-1
effectiveness,681596,2,681296,0
effects,632439,2,632572,0
efficiency,583464,21,694251,-1
efficient,954220,6,764810,-2
efpocoadapter,784618,2,808567,0
egeria,680243,2,680191,0
egg,737493,2,738470,1
eggs,922381,2,694619,0
egrep,619312,2,619216,0
ehcache,832802,3,814394,0
eigenvalue,714340,6,762124,1
eigenvector,720186,6,960205,1
ejabberd,769633,3,769501,1
ejb,671529,4,637983,-1
ejb3,662370,9,637983,-1
ejbs,795544,1,795544,1
eject,921288,2,921801,-1
ektron,804024,1,803811,0
el,794013,3,603458,0
elasticlayout,857975,7,858247,0
electronics,696414,6,673432,0
elegance,641539,17,641472,-13
elegant,775759,16,775827,-4
element,916691,10,642917,-1
elementflow,720420,0,720420,0
elementhost,579501,0,839806,-1
elementname,630794,3,713998,-1
elements,844871,11,721987,-1
elementtree,689406,4,689647,0
elevated-credentials,868380,6,849028,0
elevated-security,570034,1,570034,1
elevation,923493,10,946499,0
elf,610816,4,719792,0
elinks,604699,2,604673,0
elip,756856,2,756856,2
elisp,898375,18,662025,0
elixir,791290,1,759908,0
ellipse,677953,2,678095,0
ellipsis,625526,1,614807,0
elmah,779961,32,758139,-2
elsif,659565,9,659629,1
emacs,649024,43,634479,-12
emacs-lisp,757593,21,662025,0
emacs-list,753464,3,753419,1
emacs23,591650,5,591558,1
emacsw32,893127,1,899690,0
email,748802,31,788908,-10
email-attachments,768427,2,866213,0
email-client,709769,6,804401,0
email-integration,573828,4,592852,0
email-server,770169,2,836884,0
email-spam,835618,13,563617,0
email-track,948763,3,948768,1
email-validation,742455,12,565584,0
emailing,594566,8,594559,0
emails,843948,6,844019,0
embarcadero,820007,13,825728,0
embed,791224,5,876337,-1
embedded,892785,23,603367,-3
embedded-control,949635,1,949623,-1
embedded-database,684602,6,694141,-1
embedded-device,817730,0,817730,0
embedded-flashplayer,924963,1,924963,1
embedded-image,715209,4,715209,4
embedded-jboss,625933,0,625933,0
embedded-jetty,696777,1,696777,1
embedded-language,915638,1,915638,1
embedded-linux,942147,5,955530,0
embedded-movie,705911,0,705911,0
embedded-object,702782,4,706622,1
embedded-resource,580903,6,608407,0
embedding,903602,5,808498,0
emf,733267,2,674246,0
eml,612391,1,612273,0
emlx,884518,1,884518,1
emma,885361,4,763552,0
employment,611246,67,611271,-3
empty,743200,20,626723,-2
empty-string,635757,14,635771,1
ems,755972,0,755972,0
emulation,705658,5,708137,-1
emulator,652831,24,955346,-1
emulators,705658,5,708137,-1
enable,892825,4,857211,0
enabled,704411,2,934353,0
enabled-binding,952564,2,956567,0
encapsulation,672692,17,742355,-1
encfs,641709,0,641709,0
encipher,707796,0,707796,0
encode,890912,5,779977,-1
encoder,851554,6,698328,-2
encoding,568782,28,670867,-2
encodings,892475,9,892561,0
encog,946390,1,946390,1
encrypt,669279,7,698328,-2
encrypt-javascript,664750,5,664776,1
encrypted,797740,5,629903,0
encrypting-code,912871,6,698328,-2
encryption,615709,35,733719,-3
encryption-asymmetric,696545,5,696489,0
encryption-symmetric,748645,7,748635,1
end,574210,1,574210,1
end-user,899308,0,899308,0
endeca,788351,0,788351,0
endian,724436,6,736643,-1
endianness,701644,11,736643,-1
endless-loop,942432,18,942496,-1
endorsed,726110,1,726110,1
endpoints,745248,7,584563,0
ends,719488,1,925692,0
energy,724414,2,724405,1
engine,601493,5,567242,-2
engineer-for-a-day,569925,6,569898,0
engineering,596574,6,596570,0
english,653823,18,578117,0
enhanced-for-loop,720213,12,720236,-1
enhancement,669012,2,653936,0
enqueuetimer,925055,0,925055,0
enter,781633,4,781579,1
enterprise,760011,19,716894,-2
enterprise-architect,776154,0,776154,0
enterprise-development,571284,18,800710,-1
enterprise-library,640692,9,590325,0
enterprise-manager,831719,1,669078,0
enterprisedb,947230,2,684357,0
enterpriselibrary,797837,1,797832,0
entertainment,658861,2,658853,1
enthusiasm,744205,11,744317,-4
entities,920348,6,701722,0
entity,866167,6,867008,-1
entity-connection,690308,1,690308,1
entity-framework,635538,12,593851,-7
entity-framework-load,921030,0,921030,0
entity-loading,692935,2,692930,0
entity-relationship,791880,6,565377,-2
entity-sql,604141,0,604141,0
entitymanager,817541,2,744669,0
entityset,926384,4,648906,0
entlib,601229,1,601230,0
entrepreneurship,882666,19,720225,-1
entropy,651139,4,602296,0
entry-level,724207,16,718065,-1
entry-point,930939,1,930939,1
enum,737940,21,926032,-3
enum-flags,865801,2,865827,0
enumerable,759985,7,715253,0
enumerate,607204,11,676758,-1
enumeration,899942,20,676948,-4
enumerations,779566,2,779565,0
enumerator,859444,2,763385,0
enumerators,739360,9,739349,0
enums,899942,20,738719,-2
envelope,813620,1,813609,0
envers,879625,1,793798,0
environment,786419,11,592570,0
environment-variables,662071,11,580102,-2
environmentûexit,692371,3,692330,1
eof,886821,8,886971,0
eoferror,700914,6,701050,2
eofexception,664344,2,664346,1
epoch,726348,4,730251,0
epoll,797206,1,794147,0
epos,580086,3,651736,0
eps,626936,14,627433,-1
epson,605097,2,603738,0
equality,594637,11,673257,0
equalizer,793077,0,793077,0
equals,735843,18,828914,-3
equation,594360,5,598305,0
equinox,792478,2,704141,0
equivalence,666729,10,667061,0
equivalence-classes,675150,2,732411,1
equivalent,589975,4,590037,0
er-diagrams,675705,1,674958,0
erase,875109,9,695759,1
erb,904493,6,850319,0
erd,660385,4,923046,0
ereg,944191,6,944535,1
ergonomics,600449,6,647378,0
ergonomy,577214,3,583702,0
erlang,919055,22,821449,-4
erp,784733,4,908395,0
errata,695471,3,695471,3
errno,661030,5,661150,1
error,939540,28,628418,-3
error-1325,921301,0,921301,0
error-correction,603772,7,603770,0
error-detection,795982,1,795982,1
error-handling,730314,13,935593,-2
error-log,841711,6,841713,0
error-logging,883476,13,585805,0
error-message,592326,17,574442,-1
error-messages,599752,53,799462,-1
error-reporting,717246,8,565090,-2
error-suppression,951086,5,951104,0
errorcode,769601,1,776307,0
errorhandling,686927,2,686925,0
errorlevel,829469,0,829469,0
errorplacement,873401,4,862200,0
errorprovider,794591,3,794492,0
errors,766819,16,622247,-1
eruby,591958,2,591924,0
esb,597419,3,577770,0
escalation,872787,3,934072,0
escape,897061,8,633271,-2
escape-sequence,647202,5,612900,0
escaped-characters,683382,1,683040,-1
escaping,587788,19,746584,-2
esoteric-languages,744434,3,744433,0
esp,831151,8,831151,8
esper,858039,1,858039,1
esql,813739,1,604141,0
esqlc,778913,0,778913,0
esri,649841,1,685183,0
essay,699850,8,699693,0
essays,634213,14,634486,0
essbase,837619,0,837619,0
essentials,947494,3,947439,0
estatic-libraries,849285,1,849811,0
estimate,617271,2,617183,1
estimates,644927,2,642287,-2
estimating,564432,22,564465,0
estimation,818079,20,902511,-1
esx,827652,1,744168,0
esxi,687419,1,567797,0
etag,841259,2,824209,0
etc,764475,4,764474,0
etchosts,764370,4,764357,0
ethernet,577212,9,577169,0
ethics,611246,67,611271,-3
etiquette,687080,14,618787,-1
etl,718385,6,816039,-1
eu,791867,6,791836,0
eula,598492,20,598522,0
euler,832819,0,832819,0
eval,661128,14,589190,0
evaluation,895088,15,718212,0
evaluation-order,621548,4,621554,1
evc,584293,0,584293,0
event,817357,10,796777,-1
event-bubbling,714608,3,826934,0
event-driven,765479,8,767965,-3
event-driven-design,660419,1,660419,1
event-handler,924744,9,667092,0
event-handlers,652536,4,565670,-1
event-handling,841550,14,598357,-1
event-listener,634482,1,634506,0
event-log,685342,2,688810,0
event-loop,658495,8,658536,-1
event-queue,948076,0,948076,0
event-routing,662281,3,662286,0
event-stream-processing,913065,1,913065,1
event-triggers,802431,3,921724,0
event-validation,698985,0,698985,0
eventargs,860641,2,830187,0
eventhandler,847028,1,847281,0
eventhandling,803320,11,803528,0
eventlog,655627,3,655625,-1
eventlog-source,607412,0,607412,0
eventreceiver,594200,2,592498,0
events,803113,25,891001,-3
eventsourcing,895926,1,896122,0
eventtrigger,630271,1,868233,0
eventvalidation,732730,0,732730,0
evil-code,602460,8,602525,1
evince,767211,1,766376,0
evolution,796987,12,797040,-1
evolutionary-algorithms,628648,4,954780,0
ews,768488,0,768488,0
exam,947702,18,947718,-3
example,608302,13,575232,-1
examples,663486,14,571448,0
exc-bad-access,759000,1,759356,0
excanvas,941277,1,941277,1
excel,807638,14,894858,-3
excel-2002,666608,1,667306,0
excel-2003,892838,6,576577,0
excel-2007,892838,6,640042,-2
excel-formula,775149,5,576577,0
excel-interop,785687,5,785702,0
excel-vba,892838,6,721834,-1
excel-workbook-names,648775,1,648775,1
except,813079,1,813117,0
exception,945037,19,615170,-1
exception-handling,881489,26,713821,-7
exception-logging,655718,2,655726,0
exception-specification,687074,6,687061,0
exceptionhandling,653907,6,577496,0
exceptions,729404,33,601167,-4
exceptionss,904109,6,904095,0
exchange,652641,10,604587,0
exchange-server,810663,2,791731,0
exchange2003,576249,0,576249,0
exchange2007,736496,2,625573,0
exchangews,768488,0,768488,0
exclude,711671,2,711842,0
excluding,899664,0,899664,0
exclusive,685152,3,685642,0
exclusivetouch,861979,0,861979,0
excruciatingly-lazy,924511,7,924512,3
excuses,880249,6,883692,0
exe,940743,11,940728,-3
exec,637176,12,931551,-5
executable,861277,20,748170,-1
executable-jar,949542,5,665181,0
executables,817098,3,817067,0
execute,783331,15,672053,0
executedataset,674779,2,674800,0
executequery,591368,2,591321,1
executescalar,938008,4,685923,0
execution,694506,9,740964,-2
executor,826283,5,827198,0
executorservice,612682,6,620101,1
execvp,658456,5,658453,0
exercise,915358,4,915380,0
exercises,605010,15,605063,0
exi,679743,0,679743,0
exif,765403,4,936996,0
exim,639452,3,612719,1
exim4,850612,1,884414,0
existing-code,841838,2,841838,2
exists,600280,14,830490,-1
exit,636111,10,573330,0
exit-code,906043,1,724760,0
exit-status,887081,5,887093,0
exitbutton,660288,8,660308,0
exitcode,766120,1,766120,1
exotic,941220,2,941023,0
expand,834094,6,636306,0
expandablelistadapter,946425,1,946425,1
expandablelistview,946425,1,946425,1
expander,897177,3,588125,0
expandometaclass,787586,0,787586,0
expandstring,686834,2,686834,2
expansion,947008,14,947245,1
expat,609749,3,609742,0
expect,738770,8,633371,0
expensive-resources,752591,18,752599,0
experience,665988,10,772316,-1
experiment,859961,1,859961,1
expert,592205,12,592284,0
expert-system,680243,2,631206,0
expiration,751545,6,751421,0
expire,959030,2,959229,0
expired,794474,5,656843,-1
expired-sessions,711081,0,711081,0
expires,656837,3,656843,-1
expiry,945000,4,944995,0
explain-plan,830599,11,793346,0
explain-this-code,731891,9,808163,-2
explanation,945138,4,945145,-1
explicit,670218,4,729549,-1
explicit-implementation,573628,6,573639,-1
explicit-interface,743527,8,650939,0
explode,840820,8,937801,0
exploit,651636,24,687089,0
exploits,786751,1,786751,1
explorer,852778,5,647439,-2
exponent,712633,4,712638,0
exponentiation,635198,1,635267,0
export,586225,13,568801,0
export-to-excel,651870,3,651861,-1
exporter,580441,12,741372,0
exporting,886740,1,886740,1
expose-handle-events,943192,4,943182,0
expovariate,817742,4,817717,1
express,773652,7,854472,0
expression,673246,7,767860,-1
expression-blend,820572,2,819280,0
expression-blend3,817532,0,817532,0
expression-language,912226,4,898983,1
expression-templates,698344,2,697788,0
expression-trees,793584,12,645159,-2
expression-web,732594,0,732594,0
expressionblend,834332,4,581378,0
expressiondesign,821599,1,821599,1
expressionengine,587071,5,855622,0
expressions,932246,5,841869,-1
ext,739580,10,827911,0
ext2,636145,1,636124,0
ext3,764636,7,764740,0
extend,679261,5,679201,0
extended,936912,2,937261,0
extended-ascii,618344,11,618341,0
extended-precision,612640,4,612539,0
extended-slices,775559,3,775598,0
extending,700052,1,610712,-2
extends,675437,9,677262,0
extensibility,677174,7,815319,0
extensible,940084,1,940084,1
extension,652266,21,736707,-1
extension-methods,586210,18,638640,-1
extensions,797780,10,733443,-3
extern,717741,17,641431,-4
external,788970,10,856452,-1
external-assembly,654711,1,654711,1
external-dependencies,838995,0,838995,0
external-library,760983,5,760986,0
external-process,707001,9,931551,-5
external-script,936318,6,728940,0
external-sorting,878537,0,878537,0
external-strings,720709,2,713273,0
externalinterface,884708,4,720820,0
externals,663216,2,758417,0
extjs,732303,3,828230,-1
extmerge,597167,2,596543,1
extract,829454,10,611727,0
extraction,834242,6,939819,0
extreme-programming,596460,15,596477,0
eye,902689,1,828122,0
eye-strain,742770,4,828122,0
f#,734536,44,821449,-4
f90,603659,2,603659,2
facade,781790,3,782231,1
facade-pattern,812841,0,812841,0
face,933550,3,933550,3
face-detection,905622,2,905128,0
face-recognition,953817,0,953817,0
facebook,668471,17,942831,0
facebook-api,821475,1,621355,0
facebook-application,598309,3,595104,0
facebook-connect,901737,6,643117,-1
facebook-toolkit,786023,1,786023,1
facebooktoolkit,690785,2,690785,2
facelets,733578,2,711515,0
faces,592822,1,838968,0
facial-recognition,802381,3,802278,1
fact-table,763720,1,763649,0
factor,780912,1,780912,1
factorial,843195,15,930638,0
factories,768533,4,769524,3
factory,582456,11,680980,-1
factory-pattern,708383,1,708348,0
factorygirl,605711,1,597218,0
fade,729149,2,687919,0
fadeout,602294,5,734590,-1
fail,758099,-1,758139,-2
failed,591293,0,591293,0
failed-installation,624998,2,885976,0
failover,874109,7,611363,0
failovercluster,744312,1,663717,0
failure,665988,10,630489,0
fair,924212,2,924216,-2
fair-use,598666,7,598673,0
falcon,784515,3,784492,1
fall-through,678541,1,678541,1
false,725015,23,696815,-2
famous,890429,6,775642,0
fan,786991,4,786991,4
fancy,774838,5,782007,1
fancybox,731448,5,731437,0
fannkuch,571505,2,571505,2
fapi,572308,1,790044,0
faq,771754,0,771754,0
farseer,804717,0,804717,0
fasr,958256,0,958256,0
fast,697232,9,697241,0
fast-fail,790437,1,784323,0
fasta,736904,8,738078,3
fastcgi,806004,9,861678,-2
faster,700818,1,700807,0
fastercsv,940901,1,957086,0
fastest-gun-in-the-west,911007,4,911001,-2
fastformat,845169,1,845169,1
fasthosts,954096,0,954184,-1
fastinfoset,834237,1,858683,0
fastmm,937880,2,943433,0
fastreport,723857,1,722538,0
fastziplib,680956,0,680956,0
fat-binaries,802248,6,802263,0
fat32,730735,8,730877,-2
fatal,860756,0,860756,0
fatwire,917312,2,917312,2
fault,683128,5,660355,0
fault-tolerance,610385,2,579008,0
fault-tolerant,959920,0,959920,0
faults,818014,1,818014,1
faulty-exception,817264,0,817264,0
favico,762264,0,762264,0
favicon,626377,10,626380,0
favorites,666748,30,663854,-10
fax,893739,3,661540,0
fbconnect,750602,1,750602,1
fbml,743230,2,943031,0
fbo,803545,3,682568,0
fcgi,605196,3,789348,0
fckeditor,760031,4,858112,-1
fcl,642376,2,618704,1
fcntl,908749,0,908749,0
fdcc,841839,1,841839,1
fdt,610112,1,610106,0
feasibility,959169,2,959166,-3
feature,584416,3,584417,-1
feature-requests,616177,2,616188,1
feature-set,652221,2,651986,1
feature-upgrade,826525,3,690569,0
features,764638,22,764681,-8
federated,602716,1,599864,0
federated-identity,717135,2,602029,-1
fedex,619987,5,617311,1
fedora,584287,4,676083,-3
fedora10,637605,0,637605,0
feed,672558,1,672560,0
feedback,960204,10,614641,-2
feeds,739363,3,843336,-1
feelings,678735,10,678755,-2
felix,654469,3,788403,1
fetch,832344,3,817556,-1
fetchmail,690542,2,690540,0
ffi,670514,4,684709,0
ffmpeg,672482,14,831282,-1
fft,604756,11,843676,0
fgets,695225,4,803336,-2
fiber,796255,8,796253,0
fibonacci,719688,8,780063,0
fiddler,824454,3,653895,0
field,581885,17,582068,-1
field-names,614092,1,614092,1
field-separator,649241,2,649251,1
fieldeditor,580344,2,599690,0
fieldofview,715014,0,715014,0
fields,659570,26,843186,-1
fieldset,940367,2,700484,0
fifo,587763,6,667670,0
file,568782,28,805817,-3
file-access,607411,4,607262,-1
file-association,884064,3,830521,0
file-attributes,955328,1,956799,0
file-comparison,569681,2,569681,2
file-conversion,646099,2,915764,0
file-copy,944625,2,944646,0
file-dependancy,822661,2,804869,0
file-descriptor,904294,10,729204,0
file-download,940621,16,921292,-2
file-encodings,851865,3,851865,3
file-enumeration,956833,2,956845,0
file-exist,912759,7,912753,0
file-exists,948080,3,948473,-1
file-extension,757996,6,757995,-1
file-format,567782,9,567787,0
file-formats,740203,2,740162,0
file-get-contents,778788,4,586939,0
file-globs,625596,3,625586,0
file-handling,796761,4,610332,-1
file-io,721137,18,674503,-2
file-locking,737105,10,663737,0
file-magic,827311,2,853564,1
file-management,873535,4,671281,0
file-manipulation,939052,2,567302,0
file-names,601340,4,588976,0
file-not-found,582351,1,618821,0
file-operations,837629,8,837637,0
file-organization,812546,3,812543,0
file-path,807081,4,807077,0
file-permissions,684017,7,756197,-1
file-processing,705623,7,856533,0
file-properties,804253,2,804231,0
file-protection,650664,1,650656,0
file-read,625775,5,918187,1
file-recovery,943736,2,661733,0
file-rename,602770,4,602755,-1
file-search,916986,5,916982,0
file-security,870228,1,844102,0
file-sharing,684040,4,606615,0
file-size,843514,9,751558,0
file-stream,791171,4,791192,2
file-structure,872854,2,869961,1
file-system,585247,4,648762,0
file-transfer,684761,11,737815,-1
file-type,827311,2,853564,1
file-upload,861062,7,631885,-1
fileassociation,658521,1,565994,0
filecompare,821123,1,821123,1
filedescriptor,851774,0,851774,0
filedownload,609540,2,609572,-1
filefind,686971,2,686988,1
fileformat,597856,6,564782,0
filegetcontent,692966,8,693004,0
filegroup,746362,2,712673,0
filehandle,618993,10,788367,-1
filehandler,914561,0,914561,0
filehandles,614050,16,614007,0
filehelpers,663783,1,955164,0
fileinfo,912685,13,872194,0
fileinput,657199,3,657195,0
fileloadexception,724768,1,848058,0
filelock,690372,4,690288,0
filemaker,599956,2,680774,0
filemerge,912598,1,921058,0
filename,706956,13,620614,0
filenames,855299,10,668339,0
filenotfoundexception,604451,4,604465,0
fileoutputstream,576562,7,601458,0
fileparsing,799581,12,799738,0
filepath,881254,7,881260,-1
filepermissions,658305,1,661410,0
filepicker,686919,5,876526,0
fileread,937275,8,937292,-2
filereader,937036,12,937030,0
filereference,632055,2,627783,0
filereferencelist,632055,2,632055,2
files,652266,21,571515,-4
files-attributes,660223,4,660223,4
fileserver,760120,4,760173,0
fileset,774674,3,774674,3
fileshare,705508,2,647508,-1
filesize,612784,5,612679,0
filestream,707339,11,576028,0
filesystem,724184,7,880130,-1
filesystemobject,898221,5,849016,0
filesystems,674018,18,730877,-2
filesystemwatcher,721741,10,627114,0
filetype,642525,2,642359,0
filetypes,635367,7,778831,0
fileupload,632089,7,908406,-3
filewatcher,960329,4,960342,0
fileûexists,739284,1,739279,-3
fileûformat,587777,0,587777,0
fill,769559,1,769200,0
filter,870559,11,845994,-2
filterfunction,788177,0,788177,0
filtering,956575,20,661188,-1
filters,956575,20,904277,-2
fin,632985,0,632985,0
final,874986,26,663527,0
finalize,893038,3,775113,0
finalizer,606549,8,606557,-2
finally,947008,14,603197,0
finance,809406,6,801896,-1
financial,600264,5,600263,0
financial-calculator,774412,1,754345,0
find,720530,16,798821,-1
find-and-replace,773158,8,828661,-2
find-by,741577,2,741468,1
findall,658376,6,658396,0
findbugs,686438,8,594738,-1
findby,634310,7,634317,1
findcontrol,799678,6,751733,0
finder,904579,4,904579,4
findname,642330,0,642330,0
findstr,564669,2,590842,1
fingerprint,596412,2,596362,0
finite-automata,885461,5,595256,0
fips,939106,1,671494,0
firebird,577012,5,577019,0
firebird1û5,642875,2,643016,0
firebug,592617,10,949690,-1
firefox,611422,12,576360,-1
firefox-addon,602350,10,777019,0
firefox-extension,881605,1,881596,0
firefox2,787587,1,918506,0
firefox3,611641,12,721818,-1
firefoxextension,778662,2,800110,0
firephp,928843,2,928837,1
firewall,714639,5,862268,-2
firewalls,878120,2,878120,2
firewire,815438,1,815438,1
firmware,845775,6,598130,0
first,888872,2,564214,0
first-chance-exception,952360,2,952361,1
first-class-citizen,648584,3,648588,0
first-language,694262,6,694268,0
first-time,927293,16,927310,1
fit,598926,6,611675,0
fitnesse,598926,6,611675,0
fixed,594684,13,645921,0
fixed-length-record,701136,2,701136,2
fixed-point,605620,3,605884,1
fixture,847651,3,582075,0
fixtures,636411,9,636368,0
fizzbuzz,659999,29,617398,2
fk-relationship,638632,0,638632,0
fla,691265,1,691265,1
flags,805746,10,792012,-1
flamebait,806586,9,806601,0
flare,565187,1,879977,0
flash,581067,18,581514,-3
flash-cs3,725204,4,653152,0
flash-cs4,937654,3,577826,0
flash-embedded,790165,0,790165,0
flash-html-interaction,848112,4,848124,0
flash-media-server,563513,3,563516,0
flash-memory,657633,3,659952,1
flash-upload,632055,2,632055,2
flash10,873748,1,870152,0
flashback,752385,2,755099,1
flashcs4,911307,2,862922,0
flashdevelop,675443,3,724822,0
flashlite,789285,2,789285,2
flashplayer,636989,4,680797,-1
flashplayer10,838346,2,838687,0
flashvars,793825,3,896543,-2
flat,732491,1,732506,0
flat-file,593189,9,581664,0
flat3d,581875,1,581875,1
flatfile,717468,3,717485,0
flatten,764644,3,764608,0
flaws,585476,4,586405,-1
flex,582720,15,599357,-3
flex-3û0,637114,2,637745,1
flex-builder-3,637114,2,822385,0
flex-css-fail,927164,1,926898,0
flex-sdk,573517,0,573517,0
flex3,582720,15,906805,-2
flex4,644392,3,947085,1
flexbuilder,745489,4,583858,0
flexgrid,777420,2,678833,0
flexgridsizer,604264,0,604264,0
flexibility,714276,0,714276,0
flexible,718489,7,718465,2
flexigrid,685946,0,685946,0
flexmojos,699993,2,699993,2
flexunit,607163,2,935255,0
flicker,670477,4,627872,0
flickr,647587,8,625691,0
flip,746370,7,743043,1
flir,592489,6,592461,0
float,867599,16,751645,-3
floatbuffer,735664,2,735688,0
floating,874934,7,874936,-1
floating-accuracy,888821,15,889105,-2
floating-point,588014,46,750970,-2
floating-point-exceptions,699664,1,699108,0
floatingwindow,766370,1,770780,0
floats,783927,7,563851,0
flog,673010,13,673018,0
flood-fill,675592,1,675559,0
floor,875442,21,910462,-1
flot,690689,5,590439,0
flow,780971,3,781589,0
flow-charts,703960,5,703967,0
flow-control,700718,8,780202,-1
flowchart,904165,5,797769,0
flowcharts,812494,2,815092,0
flowdocument,633680,4,710213,0
flowlayout,815198,3,815294,-1
flowlayoutpanel,730772,2,767080,0
flowpanel,785946,3,638081,0
flsah,720276,1,723941,-2
fluent,688580,7,600960,0
fluent-interface,587167,11,587169,0
fluent-nhibernate,579948,5,615161,-1
fluid,723268,1,723043,-1
fluorinefx,761775,1,653024,0
flup,665869,1,665951,0
flush,787046,12,665809,0
flv,599475,11,796698,-1
flvplayback,626386,1,603565,0
flvplaybackth,703679,0,703679,0
fmdb,867700,3,904354,0
fmod,735693,0,735693,0
fms,750836,2,645014,0
fms3,807750,1,819183,0
fmt,821006,1,821006,1
